Cell ID,Yao2021_CTKE_Ttype_M1,Tasic2018_Ttype_VISp,Subclass,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (M?),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound APs (number),Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,Age (postnatal days),Sex,Mouse genotype,Targeted layer,Inferred layer,Cre (+ or -),CTKE T type confidence
20190409_sample_9,L6 IT_2,L6 IT ALM Oprk1,IT,5.856593391,87.87432127,0.824025963,0.999309515,0.32365653,-57.47007206,1.48,0,0.744156539,0.506040268,0.002088892,2.059360731,1.396134427,0.303022325,256.412556,87.92,40.88,27,15.38603093,2.19097586,0,-75.49070489,40,28.91791584,1.092433537,0.2456,0.733333333,3.548831639,0,61,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.55
20190410_sample_10,L6 CT Pou3f2,L6 CT VISp Nxph2 Wls,CT,1.566220323,92.55918488,0.908974024,0.96268048,0.16182046,-26.98529139,1.96,0,6.086494774,0.269021739,0.003593177,2.23687693,1.692782776,0.252030947,94.36268689,118.84,79.12,11,8.924143293,0.134641849,0,-69.52469879,200,0,1.04617578,0,0.571428571,5.257379653,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.66
20190410_sample_3,L6 CT Pou3f2,L6 CT ALM Nxph2 Sla,CT,3.963713944,96.14389762,0.841766276,0.988637357,0.301861691,-46.83563486,1.12,0,1.747678965,0.574724173,0.009712848,5.830188679,4.157004368,0.815718671,98.27477372,75.32,11.96,42,7.329466933,2.632700021,0,-63.93355119,120,0,1.158159039,0,0.518518519,2.596984179,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L5,SST-,0.94
20190410_sample_4,Sst Myh8_3,Sst Tac2 Myh4,Sst,1.982637308,80.22316545,0.864005341,0.968307712,0.199858284,-42.49757156,1.52,0,5.512900651,0.393271609,0.006662734,1.340909091,1.248398561,0.397724224,266.4669635,145.52,63.96,14,27.06657218,20.56957108,4,-57.84389954,8.333333333,55.39362631,1.342572541,0.51012,0.555555556,2.612768885,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.58
20190410_sample_6,L2/3 IT_3,L2/3 IT VISp Agmat,IT,1.314698471,94.53407861,0.884453495,0.967804276,0.140056609,-26.20812692,1.96,0,5.256382748,0.451058201,0.004767999,1.968489342,1.440509733,0.288141783,77.06233275,120.32,80,11,11.41778888,0,0,-60.71686982,220,0,1.0170208,0,0.833333333,5.276536367,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST-,0.53
20190410_sample_7,L6b Col6a1,L6 CT VISp Krt80 Sla,CT,0.629875295,95.71128339,0.928657741,0.982104292,0.125812651,-43.50697994,1.52,0,8.541896939,0.297034158,0.001450252,1.711111111,1.221307454,0.221057443,349.0376561,48.28,29.64,20,16.45248801,2.971330309,0,-71.08389081,60,47.7989844,1.078891886,0.35804,0.666666667,3.791345273,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.7
20190411_sample_1,L6 CT Cpa6,L6 CT VISp Krt80 Sla,CT,0.881788971,94.63581443,0.866571041,0.978297353,0.15053348,-40.56014121,1.28,0,10.436479,0.469428008,0.001326238,2.018229167,1.242852541,0.226941812,211.9465115,53.4,29.8,23,12.3008174,5.336756901,0,-71.77369594,80,48.18924076,1.215751772,0.44336,0.769230769,2.960447559,0,70,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.49
20190411_sample_5,L6 CT Cpa6,L6 CT VISp Ctxn3 Brinp3,CT,0.534657714,77.1320425,0.939486416,0.994723328,0.12170647,-36.65763885,1.44,0,9.302590042,0.391812865,0.001308065,1.374324324,1.123790635,0.255421498,298.5795819,92.8,44.92,29,14.31404593,3.080069511,0,-64.75074683,40,19.09409537,1.085982859,0.1592,0.705882353,2.659988416,0,70,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.44
20190411_sample_6,Pvalb Calb1_1,Pvalb Calb1 Sst,Pvalb,2.477382943,64.43304196,0.834847982,0.99074265,0.257015576,-42.79049858,0.84,0,11.81587949,0,0.000140853,1.150617284,1.015891794,0.110745099,198.6495513,12.32,7.16,53,9.074941221,0,0,-61.01895078,64.81927711,0,1.005844229,0,0.925925926,1.590769236,0,70,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.75
20190411_sample_8,L6b Col6a1,L6 CT ALM Cpa6,CT,0.568444497,91.46342427,0.836444925,0.983098067,0.137797694,-38.36588562,1.48,0,5.079604685,0,0.00081787,1.407110092,1.083249647,0.218068655,259.1817695,99.32,25.44,34,11.053935,2.782066144,0,-59.01813104,21.33333333,52.27348915,1.103694985,0.49432,0.7,3.675296798,0,70,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.41
20190412_sample_1,Pvalb Kank4,Pvalb Akr1c18 Ntf3,Pvalb,1.83690183,64.13283199,0.953306459,0.997839733,0.214248691,-41.49002954,0.6,0,17.76913926,0,1.60E-05,1.020289855,1.004164099,0.055383917,206.4600758,152.28,14.64,115,10.24310409,3.944745035,0,-61.23872444,25.45454545,0,1.085610806,0,0.93220339,1.127728822,0,71,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.56
20190412_sample_3,L6 IT_2,L6 IT VISp Penk Col27a1,IT,4.524203758,96.04007378,0.794856085,0.996522688,0.301711442,-38.14153373,1.16,3.746408969,5.662985146,0.570570571,0.001150425,4.515021459,1.390234731,0.231950973,110.6625445,44.96,27.56,29,6.562131239,0.343995209,0,-61.207069,120,0,1.056223952,0,0.866666667,3.531633419,0,71,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.55
20190412_sample_6,Pvalb Calb1_1,Pvalb Akr1c18 Ntf3,Pvalb,2.221267647,79.73757386,0.950889565,0.996668953,0.211928422,-37.80716285,0.64,0,16.15016535,0,0.008997137,1.277310924,1.021448567,0.83225203,183.8431607,19.04,13.72,47,7.90386298,1.451412648,0,-60.01630759,90.21276596,0,1.061194422,0,0.533333333,1.295005675,0,71,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.38
20190415_sample_1,Pvalb Calb1_1,Pvalb Sema3e Kank4,Pvalb,0.81285161,70.13487443,0.869723081,0.991668298,0.122219914,-35.53654999,0.64,0,14.8370415,0,0.000307381,1.420353982,1.032934618,0.161304718,243.7855181,7.76,4.88,52,11.11930365,1.541356795,0,-51.32091486,80,0,1.082434383,0,0.785714286,1.27803736,1,74,F,Pvalb-Cre/wt; Ai9/wt,L6,L5,PV+,0.45
20190415_sample_10,L6 IT_2,L6 IT VISp Penk Col27a1,IT,2.036019427,93.33907813,0.647203033,0.996334538,0.176985662,-36.83526441,1.88,0,-0.948801637,0.49163623,0.004183999,2.992736077,1.378564472,0.293090376,154.9028857,117.32,98.76,13,11.1872801,0.777007975,0,-59.87826543,78.26086957,0,1.054234363,0,0.857142857,4.767039805,0,74,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.78
20190415_sample_3,L6 CT Grp,L6 CT VISp Ctxn3 Brinp3,CT,1.270034994,92.17743576,0.818854073,0.983970866,0.143287237,-38.10341656,1.56,0,6.765693426,0.375634518,0.001823317,1.364810331,1.082755324,0.210918604,209.6848789,47.4,27.36,15,11.26598038,2.19809539,0,-64.04638055,46.66666667,36.62630664,1.142922564,0.36336,0.875,3.62740937,0,74,F,Pvalb-Cre/wt; Ai9/wt,L6,L5,PV-,0.45
20190415_sample_4,L6 IT_2,L6 IT VISp Penk Fst,IT,2.397492447,84.91148055,0.577550408,0.993913764,0.200744817,-38.17069158,2.4,0,0.498607755,0,0.008254862,3.04718417,1.54745737,0.321662273,162.761905,91,48.2,8,11.99582501,1.644398957,0,-56.96601391,44.61538462,0,1.046065628,0,0.6,5.267914155,0,74,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.75
20190415_sample_6,L6 CT Cpa6,L6 CT ALM Cpa6,CT,3.009994148,88.67596835,0.814505012,0.95049715,0.232462399,-38.68424147,1.64,0,6.588563323,0,0.005998436,1.517126149,1.196141024,0.27263057,255.9823889,84.52,40.24,8,17.73123175,3.914615234,0,-67.0817715,60,54.27574474,1.159215081,0.47664,0.6,3.281242474,0,74,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.72
20190415_sample_8,Sst Chodl,Sst Chodl,Sst,8.822387423,98.75188395,0.845638195,0.970117977,0.405203473,-39.09331933,1.76,0,6.895001978,0.226215645,0.005003159,1.416167665,1.21439029,0.331358818,289.2887946,36.92,22.08,13,13.96304217,3.464950451,0,-62.8818461,43.15789474,49.40449831,1.0954966,0.43184,0.714285714,3.835984929,0,74,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,1
20190416_sample_10,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.864332512,93.09175238,0.905255173,0.980301363,0.179723201,-36.67340055,1.76,0,11.48647815,0.301441678,0.001626297,1.513486513,1.110854228,0.205310592,183.9846374,102.6,40.88,16,8.685963704,0.860831313,0,-75.29693832,100,42.4975473,1.148015928,0.3904,0.777777778,4.227684343,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.48
20190416_sample_3,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.931752885,85.9910138,0.838913243,0.964603321,0.187363536,-41.68368503,1.36,0,7.079590112,0,0.003847189,1.47972973,1.23485578,0.270501073,222.1830731,68.16,27.64,12,11.93447252,2.709087727,0,-66.99055321,50.47619048,0,1.076375149,0,0.714285714,3.148604671,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.92
20190416_sample_4,Pvalb Kank4,Pvalb Sema3e Kank4,Pvalb,2.928636239,80.07996529,0.938393307,0.995781024,0.260636814,-36.92859411,0.56,0,16.71402529,0,9.34E-05,1.227118644,1.020921094,0.112586118,133.6498884,22.36,16.6,82,8.799329475,1.557317611,0,-63.90608312,147.654321,0,1.088279656,0,0.88372093,1.194650561,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.87
20190416_sample_5,Sst Th_3,Sst Nts,Sst,0.387797312,82.40899816,0.923948816,0.994232203,0.082952431,-36.34820506,0.72,0,19.52938735,0,0.000236725,1.360655738,1.07011416,0.137049827,257.5727476,139.84,46.88,48,14.5993047,1.355676745,0,-66.43416073,54.57627119,0,1.046220785,0,0.846153846,1.557978762,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.42
20190416_sample_6,L6 IT_2,L6 IT VISp Penk Fst,IT,3.236305024,91.24798328,0.675785934,1.002478872,0.24158941,-37.32314333,1.6,0,3.029808402,0.377207063,0.00149537,2.774647887,1.369017336,0.243488963,313.0411711,73.24,28.84,24,13.18925239,1.343600683,0,-54.00423432,6.153846154,0,1.06296586,0,0.769230769,4.290266443,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.78
20190416_sample_7,Sncg Calb1_2,Sncg Gpr50,Sncg,0.32671841,87.33477816,0.911114562,0.985712501,0.070717143,-35.87434441,0.96,0,11.08083874,0,0.010084132,1.279456193,1.211461013,0.495110578,341.3033977,188.48,42.2,15,22.91938901,0.176686948,0,-55.75145515,20,29.36820877,1.086060155,0.24208,0.5,2.239591393,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.51
20190416_sample_8,Pvalb Kank4,Pvalb Sema3e Kank4,Pvalb,4.997685778,70.34931704,0.954669049,0.997911195,0.386873786,-38.19225356,0.56,0,18.05848256,0,0.001127295,1.180473373,1.01596319,0.376137947,196.7567642,25.84,14.12,72,6.303852646,1.855477361,0,-66.18029552,100,0,1.074572925,0,0.651162791,1.204945027,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.44
20190416_sample_9,L6 IT_2,L6 IT VISp Penk Col27a1,IT,2.381766244,71.64989784,0.498533707,1.048020862,0.21874491,-32.72562101,2.2,0,-0.5501993,0.646867657,0.008934062,1.678571429,2.699608345,0.438688563,180.2302817,111.84,53,13,7.249426452,0.458094905,0,-70.17820299,100,0,1.0521718,0,0.857142857,4.367668497,0,105,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.98
20190417_sample_10,Sst Crhr2_2,Sst Esm1,Sst,0.969151656,80.9465386,0.889007941,0.985405503,0.135451428,-25.39408579,1.32,0,14.57709819,0,0.00253539,1.212461696,1.063259169,0.275149423,302.1982891,139.84,59.16,18,14.73034564,7.390702382,0,-52.28803833,24.70588235,58.40033126,1.172455711,0.52372,0.636363636,2.32982381,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.95
20190417_sample_2,L6b Col6a1,L6 CT VISp Krt80 Sla,CT,2.05792798,91.15064517,0.786323766,0.932575331,0.183397009,-39.06900063,2,0,12.41695508,0,0.002487094,1.390264731,1.15475586,0.182898341,212.3167086,77.96,42.96,8,9.991236236,1.507123188,0,-74.30251099,80,25.09384627,1.113162811,0.21428,0.6,4.001283627,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.7
20190417_sample_3,L6b Kcnip1,L6b Hsd17b2,CT,5.199208262,83.85783806,0.83666254,0.860608506,0.331272501,-36.05324775,1.64,0,9.427711368,0.454073808,0.006175567,1.017214397,1.104878839,0.351189028,297.2981951,152.4,45.84,11,28.74536482,4.836515129,0,-57.77578015,40,40.27914788,1.361111928,0.45876,0.571428571,3.260116659,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L5,SST-,0.84
20190417_sample_4,Sst Myh8_3,Sst Tac2 Myh4,Sst,1.492492408,86.52847633,0.857308843,0.985441724,0.175622888,-37.65202686,1.08,0,6.753027439,0,0.001850583,1.432225064,1.1078358,0.276838027,253.490346,97.4,45.88,25,19.01164644,7.735712508,0,-61.72515443,42.9787234,58.0904669,1.287167382,0.51152,0.666666667,2.374344908,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.73
20190417_sample_5,Sst C1ql3_2,Sst Rxfp1 Eya1,Sst,1.534984083,76.39928907,0.932109303,0.991645931,0.174792772,-34.88683701,0.64,0,20.19152045,0,9.48E-05,1.07948244,1.045986543,0.100026296,201.5768875,84.44,38.76,64,18.7169658,5.683485661,0,-61.54602298,48.77192982,34.98622159,1.50465096,0.41852,0.909090909,1.238159895,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L5,SST+,0.65
20190417_sample_9,L6 CT Cpa6,L6 CT ALM Cpa6,CT,0.368167059,87.67540194,0.863655313,0.981095145,0.09980126,-30.45184724,1.84,0,7.733816281,0.282463186,0.00077332,1.494987469,1.121535091,0.164349669,160.7765167,164.84,47.04,21,9.929264177,0.762589637,0,-64.86417661,100,0,1.112662887,0,0.75,4.030158724,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.67
20190418_sample_10,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.569166773,96.80044279,0.897045944,0.960363102,0.198123561,-35.90576723,1.4,0,10.64760983,0.296256334,0.001905204,1.493237151,1.161472794,0.220114252,266.2277136,43.72,28.4,15,15.09369465,5.376736753,0,-69.40431524,100,63.64535777,1.151609364,0.52036,0.875,3.378298741,0,71,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.55
20190418_sample_2,Sst Th_1,Sst Rxfp1 Eya1,Sst,1.32516422,82.863722,0.89227715,0.979763536,0.159466793,-47.61573672,1.28,0,9.81252268,0.628219277,0.00198,1.244332494,1.109567537,0.259336528,288.5219394,62.92,20.04,21,20.89051831,7.415839004,1,-57.17251636,1.714285714,55.01781014,1.28523437,0.50056,0.75,1.970562431,0,71,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L5,SST+,0.19
20190418_sample_4,L6 CT Cpa6,L6 CT VISp Ctxn3 Brinp3,CT,8.285589342,83.62592757,0.633217171,0.937011448,0.436419106,-37.76612878,1.88,0,11.10005751,0,0.023954786,1.750680457,1.234617985,0.675240727,222.3491535,50.8,19.72,12,10.41335188,2.065092899,0,-59.3607802,40,27.49833508,1.105868311,0.28232,0.714285714,4.283534677,0,71,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.81
20190418_sample_5,L6 IT_1,L6 IT VISp Penk Fst,IT,2.533911974,95.32060102,0.689165879,0.999989964,0.205827805,-39.09840435,2.04,0,-2.835139632,0.409674235,0.003749793,3.642578125,1.440692999,0.288933995,188.4129444,88.88,41.12,14,9.92308151,0,0,-63.83181302,60,0,1.090895843,0,0.75,5.322649163,0,71,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,1
20190418_sample_7,L6 CT Cpa6,L6 CT ALM Cpa6,CT,2.712780627,92.46956557,0.834743133,0.963181639,0.222655207,-37.02814132,1.6,0,6.53238222,0,0.002775737,1.36148382,1.111889458,0.22830256,188.1801298,74.4,43.08,12,17.06012258,2.096269594,0,-67.48694635,100,26.54773566,1.131056398,0.26012,0.714285714,3.728958636,0,71,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.89
20190418_sample_8,Pvalb Calb1_1,Pvalb Akr1c18 Ntf3,Pvalb,1.350304368,72.5126341,0.877636923,0.992355965,0.164968509,-44.0376997,0.72,0,11.8223913,0,0.000186708,1.297157623,1.04265829,0.117828209,161.7041271,9.8,5.88,45,9.302434585,0.145516815,0,-59.6654301,85.45454545,0,1.011495772,0,0.833333333,1.42059263,0,71,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST+,0.54
20190418_sample_9,L6b Shisa6_1,L6b ALM Olfr111 Spon1,CT,3.572977635,97.68320993,0.937166959,0.982313749,0.265040053,-32.29581937,1.72,0,8.271116763,0.133487351,0.00130612,1.18602762,1.076682265,0.201757256,198.9936183,142.44,62.72,19,8.61167737,0.372605701,0,-71.77256776,80,0,1.002533357,0,0.727272727,4.933932975,0,71,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.64
20190422_sample_1,Pvalb Kank4,Pvalb Sema3e Kank4,Pvalb,1.355665629,73.0895102,0.851810626,0.99258569,0.172432121,-41.5665172,0.72,0,12.11456582,0,5.79E-05,1.464539007,1.02430276,0.074253252,154.753981,7.4,5.64,58,7.489990371,0.110740232,0,-57.69593626,117.1428571,0,1.016015401,0,0.965517241,1.359248224,0,75,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.83
20190422_sample_10,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.564796447,93.33831444,0.878086629,0.981120393,0.199975595,-37.02291101,1.6,0,5.865804851,0.243834126,0.002350189,1.368905244,1.128197557,0.27312132,150.9776706,146.92,43.2,18,7.483260649,0.45989566,0,-66.34820477,80,0,1.097323347,0,0.636363636,4.11805352,0,75,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.89
20190422_sample_4,Pvalb Gpr149,Pvalb Gpr149 Islr,Pvalb,1.650068758,76.27905533,0.938055676,0.995313425,0.181355163,-40.77254608,0.64,0,13.59701529,0,7.79E-05,1.224489796,1.022783912,0.093375042,153.6664586,541.6,24.08,68,10.24557864,1.825035451,0,-68.29820397,140,0,1.059256137,0,0.914285714,1.267225154,0,75,F,Pvalb-Cre/wt; Ai9/wt,L6,L5,PV+,0.27
20190422_sample_5,Pvalb Egfem1,Pvalb Th Sst,Pvalb,0.501530935,74.82000813,0.903028792,0.993771544,0.096399519,-37.40290925,0.76,0,15.50228149,0,0.000106022,1.099358974,1.017562685,0.091705555,228.6729486,35.44,19.48,48,10.95050478,13.2588199,2,-59.70397095,52.96703297,24.18996384,1.139057889,0.2384,0.92,1.581870489,0,75,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.91
20190422_sample_6,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.119730221,94.85702589,0.887342832,0.97746114,0.163842221,-38.58316317,1.52,0,7.863793522,0,0.001511463,1.343275488,1.110407512,0.220880814,152.7849001,87.44,37.12,19,6.054591964,0.368075594,0,-69.01177346,100,0,1.087097808,0,0.727272727,3.680606914,0,75,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.86
20190422_sample_7,L6 IT_2,L6 IT VISp Col23a1 Adamts2,IT,8.270380625,87.27382496,0.943349352,0.991897963,0.432738189,-35.63275561,1.44,0,5.90967387,0.443956044,0.002556873,1.497109827,1.11677893,0.291684491,192.2408605,63.24,30.48,20,6.403999235,0,0,-63.33490825,80,0,1.046487001,0,0.727272727,3.922999866,0,75,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.88
20190422_sample_8,Pvalb Gabrg1,Pvalb Gabrg1,Pvalb,2.084632535,82.07098022,0.90785875,0.99630309,0.213430507,-38.90820965,0.68,0,16.61693305,0,7.76E-05,0.973607038,1.031539261,0.096283249,245.8947744,44.08,23.92,72,8.696635692,3.174784626,0,-66.90788367,60,57.3014693,1.180368527,0.50044,0.972222222,1.298274416,0,75,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,1
20190423_sample_1,L6 IT_1,L6 IT VISp Penk Fst,IT,6.188213828,94.48688477,0.750509725,1.000427908,0.324004999,-39.78456929,1.8,0,3.939196467,0.599033816,0.002566014,4.425714286,1.826457303,0.271223069,182.5889056,170.84,66.76,18,11.53602772,0.634328503,0,-70.76287625,43.15789474,0,1.10411829,0,0.888888889,4.743251508,0,76,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.56
20190423_sample_10,Pvalb Calb1_1,Pvalb Sema3e Kank4,Pvalb,6.097498542,73.55273142,0.911434254,0.994821793,0.415916802,-35.77400744,0.6,0,18.30619574,0,0.00078114,1.238095238,1.020132907,0.293917689,132.3672026,212.72,21.04,54,9.928859372,0.983473363,0,-65.12158948,128.3870968,0,1.076829573,0,0.514285714,1.211598152,0,76,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.82
20190423_sample_3,L6 CT Cpa6,L6 CT ALM Cpa6,CT,2.434430298,90.37368372,0.835991806,0.974571231,0.215580762,-38.51866722,1.56,0,5.969073623,0,0.002622831,1.568757304,1.120364437,0.259587537,222.3243519,326.04,36.52,16,9.81095804,2.187119828,0,-60.17680704,31.42857143,28.05274451,1.114132462,0.28312,0.777777778,3.645175634,0,76,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.73
20190423_sample_5,L6b Ror1,L6b P2ry12,CT,0.545870489,85.12067422,0.814984914,0.989095479,0.121060588,-36.65649891,1.56,0,3.499083221,0.147842741,0.000289976,1.25648415,1.083003252,0.101443978,339.1135997,84.36,42.72,21,17.52307765,17.53742248,4,-56.99430169,20,0,1.080377258,0,0.909090909,4.363179907,0,76,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.79
20190423_sample_7,L6 CT Cpa6,L6 CT ALM Cpa6,CT,2.644289436,85.98145843,0.874790931,0.973926718,0.227313254,-32.53338486,1.24,0,14.68929276,0.457106161,0.003507998,1.40952381,1.162365021,0.3102492,279.747973,73.48,26.88,17,8.957049115,1.481664785,0,-72.00722867,80,0,1.046705605,0,0.7,2.847746248,0,76,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.65
20190423_sample_8,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,2.127699506,72.48838246,0.943132088,0.996710237,0.209726078,-30.91211617,0.64,0,24.40316975,0,8.43E-05,1.022222222,1.011194851,0.089826203,160.9940687,127.64,22.68,58,4.95187346,1.049003839,0,-68.80508601,120,0,1.074183672,0,0.9,1.191902541,0,76,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.56
20190424_sample_1,L6 CT Cpa6,L6 CT ALM Cpa6,CT,2.425504222,93.55700016,0.737751581,0.858400146,0.182433203,-36.73947975,1.4,0,12.29216531,0,0.040859226,1.441215324,1.408966965,0.616711834,220.2094982,55.56,29.44,7,9.558740369,2.581972514,0,-65.61943571,72,53.56729243,1.150988386,0.5206,,3.098231637,2,64,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.78
20190424_sample_2,Pvalb Calb1_1,Pvalb Sema3e Kank4,Pvalb,0.164236885,85.60793847,0.94672346,0.995786705,0.048792011,-38.10490295,0.68,0,19.87992972,0,0.000359993,1.188333333,1.024868772,0.168201278,160.9599595,26.08,15.44,47,6.803294029,0.803736077,0,-66.98411941,117.5609756,0,1.046727891,0,0.740740741,1.351860993,0,64,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV+,0.43
20190424_sample_3,L6 CT Cpa6,L6 CT ALM Cpa6,CT,6.308135439,87.37025782,0.773379897,0.928202865,0.379242925,-37.43057698,1.4,0,8.898701519,0,0.003707957,1.407587549,1.156506118,0.258821688,188.3463072,71.4,26.32,11,9.793532252,1.39996521,0,-55.60869251,36.52173913,0,1.060488585,0,0.571428571,3.184722316,0,64,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.88
20190424_sample_4,L6 CT Pou3f2,L6 CT ALM Nxph2 Sla,CT,1.27571871,93.59524027,0.895334269,0.977275255,0.185001348,-36.17928922,1.4,0,7.053267211,0.348115299,0.002541316,1.708053691,1.210642902,0.328301441,133.0815002,61.16,33.4,25,7.426991304,0.571686991,0,-69.1634306,123.6363636,0,1.056983836,0,0.5625,2.912790627,0,64,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.98
20190424_sample_5,L6 CT Pou3f2,L6 CT ALM Nxph2 Sla,CT,2.401333573,92.64847264,0.860338824,0.979760381,0.212275954,-43.75424609,1.28,0,4.42468375,0.245192308,0.001311759,1.440251572,1.154677256,0.206372457,144.0543148,32.08,10.56,20,5.117227825,1.898353638,0,-54.17992062,40,0,1.077804799,0,0.9,3.325209006,0,64,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.54
20190424_sample_6,L6 IT_2,L6 IT VISp Penk Fst,IT,2.766709706,89.21555057,0.622693421,1.022700092,0.214869253,-23.36682007,1.96,0,4.294473678,0.658568615,0.00539042,11.42814371,4.516690251,0.334277894,120.8322023,236.68,105,13,12.38930927,0.07251517,0,-64.76025052,140,0,1.054841645,0,0.625,5.641084969,0,64,F,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.82
20190424_sample_7,Lamp5 Pdlim5_1,Lamp5 Ntn1 Npy2r,Lamp5,0.751091406,74.33873415,0.838493566,0.9932417,0.115107219,-27.66156569,1,2.10428983,8.425239474,0,0.00187729,2.126977688,1.225143229,0.269846583,205.7183564,48.76,19.32,26,9.624439464,1.834790537,0,-59.19494767,120,0,1.001405226,0,0.846153846,2.563984135,2,64,F,Pvalb-Cre/wt; Ai9/wt,L1,L1,PV-,0.82
20190425_sample_1,L6 IT_2,L6 IT VISp Penk Col27a1,IT,2.873414683,95.06615251,0.498268477,1.018967755,0.201661661,-39.82153535,1.84,0,-2.605259418,0.641571195,0.00444612,5.177419355,1.60459456,0.314781244,159.0157327,47,26.28,14,12.51946087,0.480753374,0,-67.84904916,120,0,1.069029249,0,0.75,4.249177963,0,122,M,Pvalb-Cre/wt; Ai9/wt,L6,L6,PV-,0.81
