Cell ID,Yao2021_CTKE_Ttype_M1,Tasic2018_Ttype_VISp,Subclass,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (M?),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound APs (number),Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,Age (postnatal days),Sex,Mouse genotype,Targeted layer,Inferred layer,Cre (+ or -),CTKE T type confidence
20190821_sample_7,L4/5 IT_1,L4 IT VISp Rspo1,IT,2.190901295,94.98382173,0.637354331,1.001753871,0.18268635,-28.76780741,1.36,0,3.208948299,0.5,0.005809227,1.365979381,1.394048988,0.474418386,213.3861762,33.4,17.16,24,12.04791353,2.428919658,0,-45.33107631,35,0,1.056454831,0,0.5,4.299439082,0,60,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L2/3,SLC17a8+,0.89
20190823_sample_1,L4/5 IT_1,L5 IT ALM Pld5,IT,3.316493602,97.60222957,0.582708267,1.015963093,0.216953094,-34.89511833,1.52,0,0.48673898,0.583238958,0.005556497,9.252427184,2.456438835,0.376173771,101.6895439,59.12,33.8,16,6.536799564,0,0,-61.56257526,143.5294118,0,1.033625195,0,0.6,4.582820258,0,75,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L2/3,SLC17a8+,1
20190823_sample_3,Pvalb Calb1_1,Pvalb Calb1 Sst,Pvalb,0.44766844,81.50459826,0.89965257,0.994635446,0.085893406,-42.91274399,0.68,0,17.80887321,0,0.000362839,1.246781116,1.021281864,0.15720419,203.9724269,28.4,14.68,41,5.523584532,1.554816887,0,-71.42605714,67.69230769,0,1.0908392,0,0.782608696,1.284970777,0,75,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L6,L6,SLC17a8+,0.53
20190823_sample_6,L4/5 IT_2,L5 IT ALM Lypd1 Gpr88,IT,3.294756994,87.67914027,0.582205174,1.008761455,0.250634775,-42.91437939,2.04,0,-3.32011655,0.233341081,0.004721702,1.711171662,1.275139679,0.377763699,178.3592299,186.44,54.28,18,11.57489264,0.931347238,0,-66.57489361,60,0,1.034498104,0,0.8,5.66497681,0,75,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L5,SLC17a8+,0.84
20190823_sample_7,L4/5 IT_1,L4 IT VISp Rspo1,IT,5.841204208,87.02883124,0.586981695,1.014572851,0.319970665,-35.55762768,1.48,0,-0.193726271,0.266313933,0.007835588,1.392561983,1.307926204,0.464765725,182.1783056,136.2,60.24,16,8.196871736,0.322739533,0,-73.06981587,120,0,1.033802847,0,0.6,4.308062847,0,75,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L5,SLC17a8+,0.5
20190827_sample_1,Sst C1ql3_1,Sst Rxfp1 Eya1,Sst,0.34779285,77.79065147,0.929691177,0.996191575,0.075364237,-42.92162135,0.72,0,20.63786611,0,6.82E-05,1.116809117,1.007828304,0.065938788,219.7625627,70.56,16.56,39,12.07817168,3.791523892,0,-69.17436544,60,53.42867989,1.141494407,0.48904,0.95,1.495107045,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.91
20190827_sample_3,Sst Hpse,Sst Hpse Sema3c,Sst,7.172258874,84.85443518,0.802608988,0.963425668,0.400591913,-38.95442188,1.24,0,-1.449234784,0.316027088,0.050813558,1.515837104,1.464269854,1.030492192,287.4146181,30.68,10.6,12,13.54525772,4.513044049,1,-47.58052889,0.952380952,0,1.002299492,0,0.222222222,2.696281367,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.47
20190827_sample_4,Sst Etv1,Sst Myh8 Etv1 ,Sst,1.943938948,73.36867601,0.838983733,0.971453729,0.211291936,-33.96003321,0.92,0,6.249483675,0.267399267,0.002471456,1.518518519,1.154496973,0.274656434,181.9265074,48.16,23.92,19,13.53277032,16.62446685,4,-52.40476236,60,24.01917197,1.155077583,0.26828,0.727272727,2.082778819,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.36
20190827_sample_5,L6 CT Pou3f2,L2/3 IT VISp Rrad,CT,3.778550535,88.4308517,0.542571375,0.963064452,0.262557817,-26.14415064,1.68,0,1.880228519,0.679083095,0.009513901,6.624113475,3.885609707,0.371164153,164.2692578,58.96,36.56,9,8.859241855,0.477927755,0,-60.10583922,100,0,1.095658155,0,0.8,4.235504183,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST+,0.15
20190827_sample_6,Sst Th_3,Sst Nts,Sst,0.070319121,77.77835056,0.913461447,0.996988637,0.032403484,-35.00602022,0.88,0,18.56129616,0,0.000844497,1.369369369,1.061513077,0.201572605,492.4364871,75.08,30,29,11.6891617,8.188010051,0,-62.27840927,12.38095238,73.41847757,1.131044582,0.4564,0.8125,1.893130035,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST+,0.95
20190827_sample_7,Pvalb Gabrg1,Pvalb Th Sst,Pvalb,1.159595119,86.37631312,0.881975049,0.985327696,0.150209051,-31.57960624,1.08,0,8.167814463,0,0.00080313,1.25817757,1.0724376,0.192018003,271.227619,61.92,27.96,28,16.96478238,4.393625448,0,-49.1661907,40,29.48929873,1.090663492,0.29696,0.75,2.216542347,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST+,0.57
20190827_sample_8,Sst Hpse,Sst Hpse Cbln4,Sst,0.572811937,72.07035646,0.920680043,0.984968496,0.104257986,-36.98931262,0.84,0,13.88259605,0,0.001566703,1.129129129,1.167278006,0.26369708,254.3602526,18.6,10.88,27,7.946012357,10.47244103,3,-52.02621011,40,31.7867542,1.114797567,0.31872,0.6875,1.788636171,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.84
20190827_sample_9,Sst Th_3,Sst Nts,Sst,0.368907075,81.32980019,0.891048633,0.991079617,0.080677923,-33.47019106,0.84,0,14.36716318,0,0.000548883,1.272727273,1.057053281,0.16789949,374.3843753,28.16,16.68,31,11.79749417,7.162058438,0,-54.77322984,40,45.79042599,1.141799629,0.36132,0.823529412,2.019442229,0,72,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST+,0.81
20190828_sample_1,Vip Mybpc1_1,Vip Lmo1 Fam159b,Vip,1.768147771,97.25406393,0.720138309,0.980292192,0.175723528,-48.99832234,1.28,4.414044321,4.434488714,0.289392379,0.002982603,1.902325581,1.151237678,0.3099928,428.8857665,44.52,16.52,20,9.612067165,5.853039646,0,-65.85895098,20,0,1.044973864,0,0.666666667,2.767467507,0,59,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,0.86
20190828_sample_3,Vip Mybpc1_3,Vip Igfbp4 Mab21l1,Vip,1.148129408,97.69585356,0.739447802,0.915879729,0.137249605,-45.88480294,1,0,10.83315164,0,0.000405104,1.145098039,1.081158375,0.136777799,329.2201633,36.08,22.68,27,5.162958212,2.692695767,0,-74.06560186,40,0,1.025726041,0,0.928571429,2.101932996,0,59,F,Vip-IRES-Cre/wt; Ai9/wt,L6,L5,VIP+,0.44
20190828_sample_4,Vip Gpc3,Vip Arhgap36 Hmcn1,Vip,0.355210451,71.38650492,0.822288285,0.988545027,0.082817387,-38.82447258,1.36,0,6.992615759,0,0.000924123,1.237735849,1.050277099,0.200881302,312.8451241,59.36,35.24,28,4.370777378,1.471342784,0,-74.05797148,40,0,1.016364629,0,0.857142857,2.544782568,2,59,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,0.99
20190828_sample_5,Vip Gpc3,Vip Gpc3 Slc18a3,Vip,0.90547212,76.73783973,0.914301678,0.989584572,0.13572544,-36.9973816,1.2,0,9.577903897,0,0.001317755,1.051630435,1.048523913,0.236442985,288.688302,111.36,49.68,26,6.794326511,1.733016857,0,-72.09436184,40,0,1.009230994,0,0.733333333,2.199384456,0,59,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,0.74
20190828_sample_6,Vip Gpc3,Vip Arhgap36 Hmcn1,Vip,0.62914996,86.22603491,0.774018013,0.980664282,0.100830765,-41.85046628,1.36,0,5.873385817,0,0.002602375,1.559259259,1.111431028,0.260662152,276.4078557,62.32,38.08,16,7.09917754,1.205217936,0,-70.370643,40,0,1.000199741,0,0.777777778,2.769167919,0,59,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,0.96
20190828_sample_7,Vip Mybpc1_2,Vip Crispld2 Kcne4,Vip,7.911425293,82.68617466,0.816695552,0.985517214,0.483476065,-42.69331694,0.72,0,9.856566787,0.121900105,0.003105408,1.348993289,1.070724816,0.393582506,397.0116704,38.12,14.08,30,15.48675366,11.09216148,3,-55.01053499,20,63.12012946,1.131137099,0.51112,0.611111111,1.66464012,0,59,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L2/3,VIP+,0.98
20190829_sample_2,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,0.34121807,83.40807259,0.857246191,1.002894202,0.064589884,-38.32474723,1.36,2.79532373,7.080297917,0.436918991,0.001297725,1.981790592,1.095013105,0.183814819,350.3441372,50.36,21.68,26,12.72979284,0,0,-71.5222316,20,0,0.999552134,0,1,3.097225441,10,53,F,Npy-Cre/wt; Ai9/wt,L5,L5,NPY+,0.46
20190829_sample_3,L6 IT_2,L6 IT VISp Penk Col27a1,IT,3.048502576,88.26304972,0.637369401,1.005535891,0.228902574,-35.38251668,1.56,0,7.462676615,0.667108753,0.003548425,5.313479624,1.657952957,0.290113218,187.770886,74.96,45.76,15,13.13890007,1.299062199,0,-72.49303385,82,0,1.095971473,0,0.666666667,3.932535077,0,53,F,Npy-Cre/wt; Ai9/wt,L5,L6,NPY+,0.89
20190829_sample_4,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,11.05403761,73.99659231,0.890833664,0.99281086,0.518860601,-24.60651845,1.52,0,10.35716385,0,0.006122597,1.527196653,1.07018058,0.443983792,204.3072885,71.44,21.28,19,7.076392387,1.927506949,0,-65.95336005,140,0,1.118289095,0,0.636363636,4.018462198,0,53,F,Npy-Cre/wt; Ai9/wt,L2/3,L2/3,NPY+,0.76
20190829_sample_6,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,0.34121807,83.40807259,0.857246191,1.002894202,0.064589884,-38.32474723,1.36,2.79532373,7.080297917,0.436918991,0.001297725,1.981790592,1.095013105,0.183814819,350.3441372,50.36,21.68,26,12.72979284,0,0,-71.5222316,20,0,0.999552134,0,1,3.097225441,10,53,F,Npy-Cre/wt; Ai9/wt,L5,L6,NPY+,0.73
20190829_sample_9,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,3.232932635,71.51318155,0.970358737,0.998275218,0.284362876,-42.80621931,0.56,0,20.54311708,0,5.60E-05,1.051470588,1.012148353,0.089725913,174.2289535,26.8,19.12,87,6.505883045,1.310504301,0,-78.45788999,140,0,1.030847889,0,0.911111111,1.21092527,0,53,F,Npy-Cre/wt; Ai9/wt,L5,L5,NPY+,0.95
20190830_sample_1,L6 IT_2,L6 IT VISp Penk Col27a1,IT,3.767952023,94.21115369,0.643579949,1.004779662,0.240784315,-43.08907688,2.4,0,2.251889557,0.590947192,0.004127154,3.295942721,1.391970261,0.31490702,274.7225035,142.84,64.28,14,17.47763294,1.942039194,0,-73.29678756,40,24.41291659,1.091189735,0.20456,0.75,6.432171036,0,82,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L6,L6,SLC17a8+,0.49
20190830_sample_2,L6 IT_1,L5 IT ALM Npw,IT,0.840877646,94.48132664,0.940574158,0.98723854,0.105519432,-36.83197498,1.92,0,4.96154651,0.320908561,0.001456102,1.353612167,1.156907456,0.17341969,158.1912338,159,73.32,13,15.2160393,0.666922502,0,-70.57797049,61.33333333,0,1.096835244,0,0.857142857,5.453874791,0,82,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L6,L6,SLC17a8+,0.43
20190830_sample_6,L4/5 IT_1,L4 IT VISp Rspo1,IT,4.288549183,93.61525252,0.718637907,1.001021348,0.277953703,-33.66849571,1.44,0,2.959236503,0.499541705,0.002115989,2.9375,1.335039696,0.269563458,221.1055492,92,54.36,21,13.15465627,0.328217507,0,-69.77271602,80,0,1.042798754,0,0.75,4.473076389,0,82,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L2/3,SLC17a8+,0.69
20190830_sample_8,L4/5 IT_1,L4 IT VISp Rspo1,IT,1.848014041,88.23735639,0.801640313,0.993575769,0.183700719,-31.25378489,1.44,0,4.912398756,0.598519889,0.00447847,2.450413223,1.280521763,0.325757105,357.8618594,83.56,51.48,15,19.91033941,2.836696025,0,-63.94098867,60,0,1.063763421,0,0.666666667,3.211113534,0,82,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L5,SLC17a8+,0.85
20190830_sample_9,L5/6 NP_1,L5 NP ALM Trhr Nefl,NP,0.359913844,99.61574152,0.856158937,0.991622378,0.094315865,-39.86372799,1.2,0,3.290537745,0.238244514,0.001018019,1.873056995,1.141068403,0.23135977,359.5794167,40.16,23.64,31,22.67352479,14.33808686,3,-51.40037885,20,62.04592749,1.304596229,0.51492,0.722222222,3.441830595,0,82,M,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L6,L5,SLC17a8+,0.76
20190904_sample_2,Vip Gpc3,Vip Gpc3 Slc18a3,Vip,1.055383371,84.90397036,0.899906013,0.990099278,0.14185332,-41.63656011,0.92,0,10.25537774,0,0.001090716,1.1,1.033442417,0.24048749,236.8237701,92.84,41.04,32,4.441668768,0.677054885,0,-77.91634508,40,0,1.018058929,0,0.684210526,2.0327142,0,66,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,1
20190904_sample_3,Vip Sncg,Vip Crispld2 Htr2c,Vip,1.760260802,89.36211839,0.647048653,0.985299986,0.184700821,-35.81660613,1.04,0,7.670819759,0,0.003734081,1.493273543,1.177425078,0.358833418,746.1720814,33.68,21.92,19,23.83798287,11.51381469,3,-52.69549527,20,22.25852544,1.084519985,0.18336,0.461538462,2.253669228,0,66,F,Vip-IRES-Cre/wt; Ai9/wt,L1,L1,VIP+,0.51
20190904_sample_4,Vip Gpc3,Vip Arhgap36 Hmcn1,Vip,1.575169831,89.41426128,0.834444707,0.974974786,0.177764628,-38.16568851,1.12,0,9.615339339,0,0.001048178,1.20952381,1.062807908,0.19749179,286.8897296,42.8,17.04,22,5.545200901,0.974546581,0,-55.6656986,20,0,1.002386739,0,0.692307692,2.15910297,0,66,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,0.86
20190904_sample_5,Vip Mybpc1_3,Vip Lect1 Oxtr,Vip,2.605827751,90.34702554,0.931793935,0.988495672,0.230543932,-34.24143046,0.92,0,12.62681931,0,0.000151921,1.095983087,1.024067848,0.11292054,306.4770173,66.2,19.52,51,11.69878553,4.701829663,0,-51.47809067,20,0,1.029318295,0,0.923076923,2.234356101,0,66,F,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,0.9
20190904_sample_7,Vip Chat_1,Vip Gpc3 Slc18a3,Vip,0.936324553,92.73287281,0.875522659,0.992336126,0.127505836,-37.67194226,0.92,0,16.51665196,0,0.000159926,1.179054054,1.015974875,0.107884507,397.8239941,132.28,32.6,44,6.027179097,1.630516177,0,-71.24020441,0.909090909,0,1.028897178,0,0.913043478,2.192603314,0,66,F,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP+,0.57
20190905_sample_3,Sst Hpse,Sst Hpse Cbln4,Sst,3.083771646,92.75547415,0.888561213,0.981077145,0.268616941,-47.37871885,0.96,1.540601254,0.042483211,0.351321496,0.002723589,1.223463687,1.093441896,0.325149557,284.0487185,39.64,24.04,24,24.15136151,1.14829077,0,-59.54758565,40,0,1.018565145,0,0.6,2.201899231,0,98,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.93
20190906_sample_1,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,5.341286469,78.46776769,0.862028414,0.98949993,0.347916245,-36.85260937,1.48,0,11.40313596,0,0.001839265,1.493346476,1.083923165,0.269667808,219.1088861,133.68,29.12,26,8.592052701,1.24479032,0,-68.35984903,100,0,1.08464451,0,0.769230769,3.870559819,2,66,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.95
20190906_sample_5,L6 CT Cpa6,L6 CT VISp Ctxn3 Brinp3,CT,4.714957716,89.41030502,0.847078486,0.983281715,0.285357161,-32.73233399,1.6,0,12.7328001,0.426938776,0.004033109,1.322250639,1.090847868,0.340087264,262.9619848,65.92,27.04,18,15.99731297,5.662147013,0,-59.45800474,50.34482759,31.71359347,1.158109813,0.29764,0.7,3.655248297,0,66,F,Viaat-Cre/wt; Ai9/wt,L5,L6,VIAAT+,0.56
20190906_sample_6,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,1.214420429,72.20355608,0.955562575,0.994952902,0.153363775,-23.90146814,1.24,0.901207328,14.4923497,0.710526316,0.009913932,1.497737557,1.136115799,0.441338524,239.4535137,63.04,34.52,30,9.726864745,3.578616773,0,-61.71889339,100,0,1.070263045,0,0.5,2.955638517,18,66,F,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT+,0.98
20190910_sample_1,Lamp5 Egln3_2,Lamp5 Ntn1 Npy2r,Lamp5,1.562228697,76.51371881,0.782386286,0.981596011,0.176345004,-30.56515008,1.72,0,6.321646273,0.475951184,0.004117139,1.558069382,1.1242866,0.321918753,258.1076859,73.36,17.24,16,17.00713425,5.192973707,0,-52.37931542,80,39.56151918,1.118900809,0.39992,0.666666667,3.874690783,1,51,M,Vip-IRES-Cre/wt; Ai9/wt,L1,L1,VIP-,0.37
20190910_sample_2,Vip Htr1f,Vip Chat Htr1f,Vip,1.228489104,73.33120704,0.693992255,0.989399621,0.156361504,-34.43216532,1.4,4.696685821,4.638042301,0.619091732,0.003265505,2.359758924,1.217979884,0.313911061,405.9066392,44,20.92,18,9.966394921,2.501626176,0,-61.45917116,40,0,1.0320574,0,0.636363636,3.08791235,0,51,M,Vip-IRES-Cre/wt; Ai9/wt,L5,L5,VIP+,0.99
20190910_sample_3,Vip Mybpc1_3,Vip Ptprt Pkp2,Vip,1.04978526,86.46660671,0.801642335,0.981781115,0.133658788,-29.16460484,0.96,0,11.14181802,0,0.001794859,1.856573705,1.153071316,0.247486605,271.6826624,136.44,38.48,21,10.15595596,4.079009258,0,-61.0561003,27.5,0,1.043119978,0,0.75,2.360137631,0,51,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP+,0.65
20190910_sample_4,Vip Sncg,Vip Col15a1 Pde1a,Vip,1.133138455,91.5473327,0.681712609,0.99361612,0.186079443,-25.51659197,1.04,0,5.499660969,0.731903485,0.001413621,1.446666667,1.17651282,0.263873841,423.7856898,58.76,28.24,30,18.15348709,2.826462178,0,-59.41298528,60,68.6608424,1.08365411,0.46148,0.764705882,2.779618981,0,51,M,Vip-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,VIP+,0.99
20190910_sample_6,Vip Serpinf1_2,Serpinf1 Clrn1,Vip,6.109780161,91.20344743,0.740217518,0.981422825,0.387239874,-32.65332803,1.04,0,5.391426384,0,0.001561271,2.627272727,1.177861616,0.251169105,205.5794353,12.12,7.96,25,11.83465114,5.286678749,1,-47.41496265,80,0,1.076092891,0,0.846153846,2.541937784,0,51,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP+,0.44
20190911_sample_3,L5/6 NP_2,L5 NP ALM Trhr Nefl,NP,0.558579601,100.0385545,0.730253449,0.992313221,0.123079179,-41.82138294,1.36,0,1.817446202,0,0.000370505,1.279365079,1.127785444,0.165286566,383.3254307,58.52,29.16,44,16.96576751,14.39603557,2,-58.94986735,2.222222222,70.32435847,1.179782029,0.5214,0.833333333,3.704477122,0,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L5,SLC17a8+,0.95
20190911_sample_4,L5 IT_1,L4 IT VISp Rspo1,IT,1.531837321,92.83935279,0.692031841,1.01971814,0.157802499,-33.8238515,1.6,0,3.408014774,0.655227454,0.001820786,9.621908127,4.035043904,0.229617648,136.2505102,251.64,116.8,18,24.65569478,0.943277176,0,-69.96530984,120,0,1.036369003,0,0.8,4.255700033,0,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L5,SLC17a8+,0.24
20190911_sample_9,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.52640433,84.23440903,0.877977524,0.982130497,0.161734497,-31.79607913,1.28,0,12.75109127,0.333333333,0.002116562,1.148576512,1.052363577,0.215756556,216.2209693,93.16,28.36,14,13.93068271,2.594873801,0,-71.19977313,120,52.25081173,1.128583303,0.47828,0.75,2.65356135,0,60,F,Slc17a8-IRES2-Cre-D/wt; Ai9/wt,L5,L6,SLC17a8+,0.79
20190912_sample_1,L6 CT Cpa6,L6 CT ALM Cpa6,CT,0.892614034,91.34299867,0.822173587,0.976822121,0.148069765,-27.60602348,1.48,0,13.81069236,0,0.001861409,1.235906331,1.074423548,0.253922696,207.9977457,82.64,27.28,20,8.613024522,2.074909068,0,-65.53066233,87.5,46.03825194,1.12408271,0.44708,0.818181818,3.093239016,0,72,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.68
20190912_sample_10,Pvalb Vipr2_2,Pvalb Vipr2,Pvalb,0.052139989,102.4021618,0.879187317,0.996831032,0.027179491,-61.90041825,0.68,0,-7.590159774,0,0.000261217,1.79245283,1.037725417,0.133203908,163.2127514,205.52,34.96,44,2.954094916,0.298485733,0,-68.66161194,20,0,1.017089157,0,0.818181818,1.314973142,4,72,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.98
20190912_sample_2,L6b Shisa6_1,L6b VISp Col8a1 Rxfp1,CT,1.19694956,94.47168931,0.883864589,0.981335304,0.139409946,-35.78415513,2.08,0,9.6151568,0.152551115,0.001055414,1.254819782,1.051897772,0.154326901,343.7340902,88.12,33.88,14,19.40333637,1.319070655,0,-52.38961565,20,0,1.028695088,0,0.75,5.673871325,0,72,F,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT+,0.78
20190912_sample_3,L6 CT Cpa6,L6 CT ALM Nxph2 Sla,CT,0.611217973,93.12035516,0.874717782,0.985346698,0.124561268,-38.08869794,1.4,0,13.05452362,0.311183132,0.001015507,1.331797235,1.054911612,0.201153335,217.4718461,56.64,27.84,24,12.64603877,2.325619248,0,-70.72570592,100,55.42243994,1.13414329,0.51068,0.714285714,3.19029504,0,72,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.7
20190912_sample_4,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,1.266115103,75.96730441,0.807211633,0.987868858,0.141314738,-34.21792388,1.32,0,18.75315234,0.563677898,0.004087034,1.62944664,1.119725461,0.271426072,378.8838536,41.92,17.76,11,7.608309559,4.282632305,0,-60.5895443,20,22.38628592,1.066879495,0.17896,0.571428571,3.083834454,0,72,F,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT+,0.94
20190912_sample_6,L5/6 NP CT,L6 CT VISp Nxph2 Wls,NP,6.086508913,101.6761847,0.818300349,0.995032693,0.371020743,-35.07115319,1.36,0,6.153624505,0.535499398,0.000934315,2.545611015,1.275361215,0.221325252,222.1517832,50.84,33,32,15.12700766,2.336642577,0,-64.68421987,80,32.02849524,1.123328821,0.3078,0.823529412,4.095296667,0,72,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.44
20190912_sample_8,L6 CT Pou3f2,L6 CT ALM Cpa6,CT,2.947562703,95.62785551,0.934284824,0.992497999,0.220038595,-35.13564169,1.32,0,11.65543497,0.293402778,0.001133899,1.349184783,1.06335609,0.215131599,174.2665615,168.68,44.56,25,14.76517221,2.554126459,0,-64.72679105,100,30.64661521,1.142742902,0.31756,0.846153846,3.290479421,0,72,F,Viaat-Cre/wt; Ai9/wt,L6,L5,VIAAT+,0.62
20190917_sample_1,L6 CT Pou3f2,L6 CT VISp Ctxn3 Brinp3,CT,2.172890797,89.02284503,0.837402889,0.972945113,0.197825892,-40.34107178,1.72,0,9.260732681,0.336012862,0.001537641,1.280344558,1.062708509,0.183500608,175.8869919,81.52,29.92,14,9.324821482,0.70907832,0,-67.24408948,44,0,1.048831862,0,0.75,4.334347645,0,77,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.34
20190917_sample_2,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,2.218113537,76.96048357,0.958781818,0.992758544,0.187405927,-30.95670603,1.48,0,18.37424748,0.650406504,0.002608191,1.317288136,1.066394849,0.278856383,160.4959537,320.44,62.28,33,6.253715019,1.700175596,0,-63.50110074,80,0,1.050052906,0,0.8,4.598195575,15,77,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT+,0.88
20190917_sample_3,L4/5 IT_2,L4 IT VISp Rspo1,IT,1.12383006,92.3271291,0.825350782,0.98995345,0.126788342,-32.01307356,1.4,0,6.467010826,0.429747208,0.001992768,1.785493827,1.171248879,0.225154464,278.9616858,70.8,38.28,16,15.83402734,0.156159418,0,-62.91844953,60,0,1.038929927,0,0.777777778,4.065700834,0,77,F,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT-,0.82
20190919_sample_4,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,0.617999384,84.48053524,0.8914221,0.99481766,0.089690476,-32.67297521,0.96,4.326414317,10.64063236,0.655705996,0.002113909,3.928366762,1.302897368,0.289061541,277.5248187,38.32,21.92,42,7.895846419,1.44731349,0,-61.32439924,60,0,1.081384333,0,1,2.350806728,18,79,F,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT+,0.94
20190919_sample_5,L6b Shisa6_2,L6b VISp Mup5,CT,6.170182814,92.54289791,0.97104612,0.994587926,0.365112,-36.34046391,1.84,0,11.82619855,0.137466307,0.000417802,1.159737418,1.072362774,0.129874081,207.4260262,88.72,34.8,25,7.450299405,0.45762995,0,-66.98675458,80,0,1.066908653,0,0.846153846,5.144337937,0,79,F,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT+,0.99
20190924_sample_1,Sst Th_1,Sst Rxfp1 Prdm8,Sst,1.189797694,83.04198831,0.861041707,0.988942035,0.151421513,-35.85057333,1.12,0,18.41932535,0,0.000627273,1.355460385,1.054468541,0.173236932,380.4589297,109.56,53.16,29,18.86193032,6.052407978,0,-64.18746533,28.23529412,66.63892601,1.135950927,0.48456,0.8125,1.742253189,0,100,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.7
20190924_sample_2,Sst C1ql3_2,Sst Rxfp1 Eya1,Sst,1.651445907,92.80540422,0.873547,0.983585187,0.173206639,-44.15510967,0.92,0,5.543150008,0,0.000256893,1.30976431,1.061038102,0.122672792,179.4153765,20.36,10.84,36,14.26073821,3.559476383,0,-56.13944109,40.40816327,35.1094907,1.193315554,0.38124,0.944444444,1.805251224,0,100,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.99
