"sample_id","cluster","class","subclass","Genes.Detected","donor","sex","roi","percent_reads_aligned_to_introns"
"SM-D9D9D_S06_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",4408,"H200.1023","F","MTG_L6",52.2116734332378
"SM-D9D9D_S09_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",5222,"H200.1023","F","MTG_L6",52.4019250813783
"SM-D9D9D_S13_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5186,"H200.1023","F","MTG_L6",55.4603190649907
"SM-D9E4I_S12_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",5220,"H200.1023","F","MTG_L6",45.5585314533894
"SM-D9E4I_S19_E1-50","Exc L6 FEZF2 OR2T8","Glutamatergic","L6b",6500,"H200.1023","F","MTG_L6",45.792240575109
"SM-D9E4I_S22_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",2860,"H200.1023","F","MTG_L6",47.32961434156
"SM-D9E4I_S26_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",5443,"H200.1023","F","MTG_L6",55.350203712361
"SM-D9E4I_S27_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",4389,"H200.1023","F","MTG_L6",55.2989852229929
"SM-D9E4I_S30_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5236,"H200.1023","F","MTG_L6",59.3190093457058
"SM-D9E4N_S59_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",5774,"H200.1023","F","MTG_L6",53.9659283246276
"SM-D9E4N_S61_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5257,"H200.1023","F","MTG_L6",55.8908924418986
"SM-D9E4N_S63_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3875,"H200.1023","F","MTG_L6",48.4910728685625
"SM-D9E4O_S49_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",4929,"H200.1023","F","MTG_L6",52.5459180496214
"SM-D9E4O_S53_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",4865,"H200.1023","F","MTG_L6",60.6795119278315
"SM-D9E4O_S54_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",5415,"H200.1023","F","MTG_L6",52.852584227698
"SM-D9E4P_S44_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5107,"H200.1023","F","MTG_L6",61.1784941679498
"SM-D9D98_S41_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4391,"H200.1025","M","MTG_L6",52.0603413089786
"SM-D9D98_S49_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4506,"H200.1025","M","MTG_L6",45.6386111782051
"SM-D9D98_S50_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",6531,"H200.1025","M","MTG_L6",57.5061893866471
"SM-D9D98_S59_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",6755,"H200.1025","M","MTG_L6",47.2421776340383
"SM-D9D98_S60_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4447,"H200.1025","M","MTG_L6",50.1650907609643
"SM-D9D98_S64_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2328,"H200.1025","M","MTG_L6",48.514792904569
"SM-D9E5K_S36_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",5635,"H200.1025","M","MTG_L6",41.0135792117679
"SM-D9E5K_S56_E1-50","Endo L2-6 NOSTRIN","Non-neuronal","Endothelial",1352,"H200.1025","M","MTG_L6",37.501821138906
"SM-D9E5K_S64_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",3029,"H200.1025","M","MTG_L6",47.6354192214031
"SM-D9D99_S34_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",4331,"H200.1025","M","MTG_L6",53.8289946949518
"SM-D9D9A_S33_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",5524,"H200.1025","M","MTG_L6",53.5806367053581
"SM-D9D9A_S35_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",3972,"H200.1025","M","MTG_L6",54.2097113727508
"SM-D9D9A_S39_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5095,"H200.1025","M","MTG_L6",60.1853735116246
"SM-D9D9A_S40_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1801,"H200.1025","M","MTG_L6",43.8514058669675
"SM-D9D9A_S46_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5055,"H200.1025","M","MTG_L6",59.3906373593764
"SM-D9D9A_S47_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4318,"H200.1025","M","MTG_L6",48.7351954964679
"SM-D9D9A_S48_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1367,"H200.1025","M","MTG_L6",57.934990745911
"SM-D9D9B_S19_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5940,"H200.1025","M","MTG_L6",60.7137463690064
"SM-D9D9B_S30_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3463,"H200.1025","M","MTG_L6",58.7178210268389
"SM-D9D9B_S37_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4979,"H200.1025","M","MTG_L6",32.4441108964051
"SM-D9D9B_S40_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",1914,"H200.1025","M","MTG_L6",55.004139184802
"SM-D9D9C_S22_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5587,"H200.1025","M","MTG_L6",61.0108143219442
"SM-D9D9C_S26_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",4507,"H200.1025","M","MTG_L6",51.3124423449727
"SM-D9D9D_S17_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",4605,"H200.1025","M","MTG_L6",58.0638103592758
"SM-D9D9D_S18_E1-50","Inh L5-6 SST TH","GABAergic","SST",5434,"H200.1025","M","MTG_L6",34.9755923133511
"SM-D9D9D_S40_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1536,"H200.1025","M","MTG_L6",55.5758778350304
"SM-D9E4I_S56_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",993,"H200.1025","M","MTG_L6",39.3438947419626
"SM-D9D9F_S59_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",5847,"H200.1025","M","MTG_L6",51.3002846965893
"SM-D9D9F_S76_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4625,"H200.1025","M","MTG_L6",57.187743360013
"SM-D9D9F_S80_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2258,"H200.1025","M","MTG_L6",43.1200780348659
"SM-D9E4L_S50_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",6552,"H200.1025","M","MTG_L6",51.083141932551
"SM-D9E4L_S55_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",3522,"H200.1025","M","MTG_L6",52.3895676478236
"SM-D9E4L_S64_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1477,"H200.1025","M","MTG_L6",42.736267770227
"SM-D9E4N_S72_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1274,"H200.1025","M","MTG_L6",40.3996914244396
"SM-D9E4N_S77_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",5978,"H200.1025","M","MTG_L6",55.5285225797264
"SM-D9E4O_S65_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5417,"H200.1025","M","MTG_L6",49.9578517979354
"SM-D9E4O_S71_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5746,"H200.1025","M","MTG_L6",50.5300155336313
"SM-D9E4O_S74_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",3505,"H200.1025","M","MTG_L6",58.7072052502673
"SM-D9E4O_S76_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",3960,"H200.1025","M","MTG_L6",51.7416201126614
"SM-D9E4O_S80_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",2395,"H200.1025","M","MTG_L6",33.4184030209886
"SM-D9E4O_S82_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",5964,"H200.1025","M","MTG_L6",54.42290544414
"SM-D9E4P_S57_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",2753,"H200.1025","M","MTG_L6",47.2077365697903
"SM-D9E4P_S83_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",6439,"H200.1025","M","MTG_L6",42.5231219748348
"SM-D9E5F_S66_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",6302,"H200.1025","M","MTG_L6",54.8594143486013
"SM-D9E5F_S67_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",6066,"H200.1025","M","MTG_L6",56.2321861441854
"SM-D9E5F_S69_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4843,"H200.1025","M","MTG_L6",47.8533375882903
"SM-D9E5F_S81_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5144,"H200.1025","M","MTG_L6",50.1775310981358
"SM-D9E5F_S95_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",5410,"H200.1025","M","MTG_L6",45.2728565727179
"SM-D9E5G_S68_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3908,"H200.1025","M","MTG_L6",48.3542991951118
"SM-D9E5G_S72_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1342,"H200.1025","M","MTG_L6",40.5724573846715
"SM-D9E5G_S78_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5148,"H200.1025","M","MTG_L6",49.517772243139
"SM-D9E5H_S70_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5745,"H200.1025","M","MTG_L6",62.0503980385256
"SM-D9E5H_S73_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",5247,"H200.1025","M","MTG_L6",31.5801886623149
"SM-D9E5H_S80_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1270,"H200.1025","M","MTG_L6",44.6592758047355
"SM-D9E5H_S83_E1-50","Exc L6 FEZF2 OR2T8","Glutamatergic","L6b",6149,"H200.1025","M","MTG_L6",54.901562608074
"SM-D9E5I_S79_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",6582,"H200.1025","M","MTG_L6",38.3239981077495
"SM-D9E5I_S89_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",4822,"H200.1025","M","MTG_L6",56.0292888424273
"SM-D9E5I_S90_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",4142,"H200.1025","M","MTG_L6",65.0955391578161
"SM-D9E5I_S91_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5627,"H200.1025","M","MTG_L6",54.3175023369693
"SM-D9E5L_S32_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2210,"H200.1025","M","MTG_L6",52.6587599512108
"SM-D9E5L_S34_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5323,"H200.1025","M","MTG_L6",54.3651336176393
"SM-D9E5L_S44_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5092,"H200.1025","M","MTG_L6",53.7955042188275
"SM-D9E5M_S41_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5215,"H200.1025","M","MTG_L6",56.6532715417817
"SM-D9E5M_S45_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5558,"H200.1025","M","MTG_L6",52.4273035800477
"SM-D9E5M_S47_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",4692,"H200.1025","M","MTG_L6",51.7634176648811
"SM-D9E57_S25_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",3133,"H200.1025","M","MTG_L6",26.8624800717721
"SM-D9E57_S54_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5495,"H200.1025","M","MTG_L6",55.3642547254485
"SM-D9E58_S29_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",5741,"H200.1025","M","MTG_L6",59.0012188857414
"SM-D9E58_S33_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5593,"H200.1025","M","MTG_L6",55.4805198281864
"SM-D9E58_S52_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5273,"H200.1025","M","MTG_L6",54.9878208838172
"SM-D9E58_S55_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5610,"H200.1025","M","MTG_L6",56.7064262310837
"SM-D9E59_S03_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",6112,"H200.1025","M","MTG_L6",45.8433219167912
"SM-D9E59_S04_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5289,"H200.1025","M","MTG_L6",54.0366671395357
"SM-D9E59_S13_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5953,"H200.1025","M","MTG_L6",57.4537771341452
"SM-D9E59_S17_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3890,"H200.1025","M","MTG_L6",54.0975048634609
"SM-D9E5A_S09_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5554,"H200.1025","M","MTG_L6",55.3140593883552
"SM-D9E5A_S12_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",4556,"H200.1025","M","MTG_L6",55.4764652281877
"SM-D9E5A_S16_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",2005,"H200.1025","M","MTG_L6",47.9990224123003
"SM-D9E5A_S17_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5511,"H200.1025","M","MTG_L6",54.6632108084692
"SM-D9E5A_S20_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",6000,"H200.1025","M","MTG_L6",56.4399958430913
"SM-D9E5A_S24_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1629,"H200.1025","M","MTG_L6",40.7999294906786
"SM-D9E5B_S04_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3979,"H200.1025","M","MTG_L6",51.3915733123027
"SM-D9D8X_S84_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",6236,"H200.1025","M","MTG_L6",51.9409303195216
"SM-D9D8X_S85_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",5568,"H200.1025","M","MTG_L6",49.1356873861601
"SM-D9D8X_S90_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3658,"H200.1025","M","MTG_L5",63.7065046664625
"SM-D9D8X_S91_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",3382,"H200.1025","M","MTG_L5",58.3330828406274
"SM-D9D8X_S93_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",3414,"H200.1025","M","MTG_L5",61.5092286456262
"SM-D9D8X_S94_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",4293,"H200.1025","M","MTG_L5",59.7060868732923
"SM-D9D99_S73_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",4712,"H200.1025","M","MTG_L5",60.7493813064718
"SM-D9D99_S75_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",3911,"H200.1025","M","MTG_L5",52.4284742998794
"SM-D9D9A_S81_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5341,"H200.1025","M","MTG_L5",58.6427764822856
"SM-D9D9A_S82_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",4854,"H200.1025","M","MTG_L5",66.845598771197
"SM-D9D9A_S84_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3172,"H200.1025","M","MTG_L5",47.3455665784244
"SM-D9D9A_S86_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5071,"H200.1025","M","MTG_L5",56.3881468866096
"SM-D9D9B_S46_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3612,"H200.1025","M","MTG_L4",49.6456931721472
"SM-D9D9B_S49_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4133,"H200.1025","M","MTG_L4",49.4689855127303
"SM-D9D9B_S59_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",6445,"H200.1025","M","MTG_L4",57.3094574079121
"SM-D9D9C_S42_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3708,"H200.1025","M","MTG_L4",44.8833035708381
"SM-D9D9C_S43_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4217,"H200.1025","M","MTG_L4",52.7662212500919
"SM-D9D9C_S46_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3976,"H200.1025","M","MTG_L4",45.7978067619899
"SM-D9D9C_S48_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",984,"H200.1025","M","MTG_L4",48.8187947505884
"SM-D9D9C_S52_E1-50","Exc L5-6 THEMIS C1QL3","Glutamatergic","L6 IT",5275,"H200.1025","M","MTG_L4",51.6129640463662
"SM-D9D9C_S56_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1277,"H200.1025","M","MTG_L4",43.2262605350734
"SM-D9D9C_S58_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5545,"H200.1025","M","MTG_L4",54.1576978969489
"SM-D9D9C_S59_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5206,"H200.1025","M","MTG_L4",51.5691048884333
"SM-D9D9D_S42_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3937,"H200.1025","M","MTG_L4",46.3222074737382
"SM-D9D9D_S43_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4408,"H200.1025","M","MTG_L4",51.1375345658774
"SM-D9D9D_S45_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4487,"H200.1025","M","MTG_L4",48.9310266457696
"SM-D9D9D_S47_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5149,"H200.1025","M","MTG_L4",55.7000294095705
"SM-D9D9D_S51_E1-50","Exc L4-5 FEZF2 SCN4B","Glutamatergic","L5 PT",6404,"H200.1025","M","MTG_L4",54.1791632395342
"SM-D9D9D_S54_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5470,"H200.1025","M","MTG_L4",53.4427564070104
"SM-D9D9D_S63_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4347,"H200.1025","M","MTG_L4",47.2494024813623
"SM-D9D9D_S64_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1425,"H200.1025","M","MTG_L4",58.7129383030872
"SM-D9E4I_S62_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4796,"H200.1025","M","MTG_L4",47.0134494404176
"SM-D9E4I_S70_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3432,"H200.1025","M","MTG_L4",52.6746713186659
"SM-D9D8Y_S89_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4185,"H200.1025","M","MTG_L4",49.4931303805047
"SM-D9D8Y_S91_E1-50","Exc L4-5 FEZF2 SCN4B","Glutamatergic","L5 PT",6546,"H200.1025","M","MTG_L4",52.5675817632065
"SM-D9D8Y_S93_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3333,"H200.1025","M","MTG_L4",50.8317615507505
"SM-D9D8Y_S94_E1-50","Exc L4-5 FEZF2 SCN4B","Glutamatergic","L5 PT",6336,"H200.1025","M","MTG_L4",55.2741932757489
"SM-D9D8Y_S95_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4301,"H200.1025","M","MTG_L4",43.7608295797732
"SM-D9D99_S90_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",4083,"H200.1025","M","MTG_L3",62.4794231714595
"SM-D9E6B_S01_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",6343,"H200.1025","M","MTG_L3",46.8403916557254
"SM-D9E6B_S04_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",7000,"H200.1025","M","MTG_L3",57.3223401667768
"SM-D9E6B_S18_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",6377,"H200.1025","M","MTG_L3",46.5452519168646
"SM-D9E6B_S21_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",4543,"H200.1025","M","MTG_L3",54.4380525801627
"SM-D9E6B_S22_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4606,"H200.1025","M","MTG_L3",52.4579283398221
"SM-D9E6C_S15_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5442,"H200.1025","M","MTG_L3",64.5232106498026
"SM-D9E6C_S16_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1522,"H200.1025","M","MTG_L3",64.5304222509967
"SM-D9E6C_S19_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",4730,"H200.1025","M","MTG_L3",56.4226601772813
"SM-D9E6C_S24_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1526,"H200.1025","M","MTG_L3",60.6546803700887
"SM-D9E6C_S26_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",6683,"H200.1025","M","MTG_L3",65.4136084354946
"SM-D9E6C_S31_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4001,"H200.1025","M","MTG_L3",52.0952963107119
"SM-D9E6D_S23_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3888,"H200.1025","M","MTG_L3",42.4911317696654
"SM-D9E6D_S27_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",5131,"H200.1025","M","MTG_L3",57.9987227066771
"SM-D9E6D_S31_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3860,"H200.1025","M","MTG_L3",55.7820095227643
"SM-D9E6E_S02_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3691,"H200.1025","M","MTG_L3",63.4046841022702
"SM-D9E6E_S08_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",985,"H200.1025","M","MTG_L3",52.6791973226233
"SM-D9E6E_S16_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1116,"H200.1025","M","MTG_L3",66.4033297187503
"SM-D9E6G_S14_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",4323,"H200.1025","M","MTG_L3",66.6522129085321
"SM-D9E6G_S16_E1-50","Inh L2-5 PVALB SCUBE3","GABAergic","Chandelier",2839,"H200.1025","M","MTG_L3",61.1309799292729
"SM-D9E6H_S11_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",4418,"H200.1025","M","MTG_L3",56.0264160596115
"SM-D9E6H_S12_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",3881,"H200.1025","M","MTG_L3",56.8287063568324
"SM-D9E6J_S16_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1620,"H200.1025","M","MTG_L3",65.219574267905
"SM-D9E6K_S08_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",1979,"H200.1025","M","MTG_L3",55.6761858709947
"SM-D9E5L_S53_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",4565,"H200.1025","M","MTG_L3",53.9101990887609
"SM-D9E5L_S58_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4058,"H200.1025","M","MTG_L3",51.4317324169556
"SM-D9E5L_S61_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3858,"H200.1025","M","MTG_L3",63.3655463144814
"SM-D9E5L_S63_E1-50","Inh L1-2 PAX6 TNFAIP8L3","GABAergic","LAMP5/PAX6/Other",5275,"H200.1025","M","MTG_L3",53.267894252261
"SM-D9E5L_S64_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1242,"H200.1025","M","MTG_L3",59.6508001303968
"SM-D9E5M_S60_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3888,"H200.1025","M","MTG_L3",60.8989698945003
"SM-D9E57_S66_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3852,"H200.1025","M","MTG_L3",48.2523388928957
"SM-D9E57_S70_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4079,"H200.1025","M","MTG_L3",59.6401754341724
"SM-D9E58_S62_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4167,"H200.1025","M","MTG_L3",50.6789381444489
"SM-D9E58_S64_E1-50","Inh L2-5 PVALB SCUBE3","GABAergic","Chandelier",3067,"H200.1025","M","MTG_L3",60.7047718359528
"SM-D9E58_S70_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4159,"H200.1025","M","MTG_L3",53.6530246292161
"SM-D9E59_S30_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4466,"H200.1025","M","MTG_L3",56.7537739260612
"SM-D9D98_S67_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",5574,"H200.1025","M","MTG_L2",50.8601479241599
"SM-D9E5K_S67_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3982,"H200.1025","M","MTG_L2",63.6452910158795
"SM-D9E5K_S72_E1-50","Endo L2-6 NOSTRIN","Non-neuronal","Endothelial",1407,"H200.1025","M","MTG_L2",52.8223800219459
"SM-D9D9A_S96_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2357,"H200.1025","M","MTG_L2",50.4852489345502
"SM-D9D9B_S79_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",3196,"H200.1025","M","MTG_L2",57.7455244084379
"SM-D9D9B_S93_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",5166,"H200.1025","M","MTG_L2",40.753321084862
"SM-D9D9B_S96_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",2110,"H200.1025","M","MTG_L2",42.972420634543
"SM-D9D9C_S71_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",4738,"H200.1025","M","MTG_L2",55.7975838555032
"SM-D9D9D_S72_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1746,"H200.1025","M","MTG_L2",55.5630462338428
